Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.9960	SNORA62	chr3	+	39452545	39452698	25.363636	1.555800	4.881352
ZNF619	ZNF619	chr3	+	40518604	40532544	10.794912	0.691304	2.168980
ZNF620	ZNF620	chr3	+	40547530	40560213	2.417790	0.151113	0.474119
MSTRG.9972	-	chr3	.	40803012	40803356	178.957443	10.977212	34.441208
MSTRG.9971	ZNF621	chr3	+	40566369	40581285	39.810623	2.495587	7.829951
MSTRG.9969	ENTPD3	chr3	+	40428675	40470235	0.608116	0.040155	0.125987
MSTRG.9970	ENTPD3-AS1	chr3	-	40432442	40494799	1.474115	1.100998	3.454402
MSTRG.9964	RPL14	chr3	+	40498830	40510078	820.398804	50.499390	158.442795
MSTRG.9973	CTNNB1	chr3	+	41240914	41281934	780.293762	54.542618	171.128494
ULK4	ULK4	chr3	-	41288090	42003595	0.659284	0.491773	1.542946
MSTRG.9974	TRAK1	chr3	+	42055509	42267382	7.732467	6.620151	20.770847
VIPR1	VIPR1	chr3	+	42530791	42579065	0.000000	0.000000	0.000000
VIPR1-AS1	VIPR1-AS1	chr3	-	42572388	42574098	0.000000	0.000000	0.000000
MSTRG.9976	SEC22C	chr3	-	42589461	42642570	68.935043	6.744915	21.162302
MSTRG.9977	SS18L2	chr3	+	42623332	42638424	42.945759	2.795320	8.770370
MSTRG.9978	NKTR	chr3	+	42642178	42690227	70.624992	4.359196	13.677059
MSTRG.9979	LOC101928323	chr3	-	42653802	42695880	3.978088	0.244015	0.765602
MSTRG.9980	ZBTB47	chr3	+	42694297	42709072	24.434149	2.791949	8.759791
KRBOX1-AS1	KRBOX1-AS1	chr3	-	42975736	42978277	0.000000	0.000000	0.000000
KRBOX1	KRBOX1	chr3	+	42977834	42984283	4.289435	0.263113	0.825522
ACKR2	ACKR2	chr3	+	42850937	42908778	0.000000	0.000000	0.000000
GASK1A	GASK1A	chr3	+	43020803	43099207	0.216288	0.013267	0.041626
HHATL	HHATL	chr3	-	42734155	42744290	0.000000	0.000000	0.000000
HHATL-AS1	HHATL-AS1	chr3	+	42744033	42748257	0.000000	0.000000	0.000000
CCDC13	CCDC13	chr3	-	42747248	42814745	2.420480	0.148472	0.465833
CCDC13-AS1	CCDC13-AS1	chr3	+	42774067	42786650	0.000000	0.000000	0.000000
LINC02158	LINC02158	chr3	+	42812104	42815126	0.398279	0.024430	0.076651
MSTRG.9975	HIGD1A	chr3	-	42824400	42846027	245.015488	16.571171	51.992367
MSTRG.9981	POMGNT2	chr3	-	43120726	43147571	95.254417	5.842886	18.332165
MSTRG.9982	SNRK	chr3	+	43328004	43392634	18.158684	1.119862	3.513590
MSTRG.9983	SNRK-AS1	chr3	-	43388411	43393454	0.631499	0.038736	0.121535
MIR138-1	MIR138-1	chr3	+	44155704	44155802	0.373737	0.022925	0.071927
MSTRG.9984	TCAIM	chr3	+	44379611	44450940	9.172117	3.986318	12.507149
MSTRG.9985	ANO10	chr3	-	43407340	43733086	180.392715	14.617262	45.861938
MSTRG.9986	ABHD5	chr3	+	43732362	43775863	36.349220	6.355542	19.940634
ZNF852	ZNF852	chr3	-	44540229	44552109	9.708982	0.595547	1.868540
C3orf86	C3orf86	chr3	-	44462624	44481390	0.000000	0.000000	0.000000
LINC01988	LINC01988	chr3	+	44469414	44471021	0.000000	0.000000	0.000000
ZNF445	ZNF445	chr3	-	44473199	44519162	15.427260	0.946305	2.969049
ZNF502	ZNF502	chr3	+	44754135	44765323	15.487043	1.001300	3.141596
ZNF501	ZNF501	chr3	+	44771098	44778575	4.701656	0.308582	0.968180
MSTRG.9987	ZKSCAN7	chr3	+	44596685	44624973	21.165941	1.541814	4.837470
MSTRG.9988	ZKSCAN7-AS1	chr3	-	44598849	44727145	1.487289	0.091230	0.286236
MSTRG.9989	ZNF660	chr3	+	44626456	44689963	13.333611	2.168035	6.802251
MSTRG.9990	ZNF197-AS1	chr3	-	44658620	44666289	3.451043	0.211686	0.664170
MSTRG.9991	ZNF35	chr3	+	44690224	44702283	30.530287	1.872721	5.875699
MSTRG.9997	TGM4	chr3	+	44916100	44956481	0.164897	0.010115	0.031735
MSTRG.9992	KIAA1143	chr3	-	44790236	44803111	67.319351	4.171250	13.087379
MSTRG.9993	KIF15	chr3	+	44803286	44894748	44.763657	2.745793	8.614978
MSTRG.9994	MIR564	chr3	+	44903380	44915516	72.690910	7.327492	22.990145
MSTRG.9996	-	chr3	.	45201280	45201599	65.032272	3.989066	12.515769
CDCP1	CDCP1	chr3	-	45123769	45187914	2.698436	0.183050	0.574322
MSTRG.10000	TMEM158	chr3	-	45265958	45267779	132.954453	8.155398	25.587715
MSTRG.9998	ZDHHC3	chr3	-	44956672	45017666	58.602688	3.854039	12.092122
MSTRG.9999	EXOSC7	chr3	+	45017707	45054158	223.443573	17.719732	55.596001
MSTRG.9995	CLEC3B	chr3	+	45067795	45077563	43.760666	4.934320	15.481523
MSTRG.10001	LARS2	chr3	+	45430068	45590899	78.360916	4.818723	15.118834
MSTRG.10002	LARS2-AS1	chr3	-	45524187	45551037	0.218447	0.013399	0.042041
MSTRG.10003	LIMD1	chr3	-	45636051	45636453	21.172676	1.298728	4.074782
MSTRG.10004	LIMD1	chr3	+	45636243	45727832	27.028412	1.657917	5.201746
MSTRG.10005	LIMD1-AS1	chr3	-	45719657	45730374	0.000000	0.000000	0.000000
SLC6A20	SLC6A20	chr3	-	45796941	45838028	0.000000	0.000000	0.000000
MSTRG.10006	SACM1L	chr3	+	45730888	45786901	97.841400	6.105405	19.155825
MSTRG.10007	LZTFL1	chr3	-	45864810	45957216	35.132504	2.401932	7.536108
MSTRG.10008	CCR9	chr3	+	45927996	45944667	0.000000	0.000000	0.000000
CCRL2	CCRL2	chr3	+	46448750	46451014	0.183000	0.014216	0.044604
CCR1	CCR1	chr3	-	46243202	46249804	1.623205	0.099567	0.312394
PRSS50	PRSS50	chr3	-	46753607	46759359	0.000000	0.000000	0.000000
MYL3	MYL3	chr3	-	46899362	46904934	0.597740	0.036665	0.115038
LRRC2	LRRC2	chr3	-	46556878	46607792	3.643135	0.223469	0.701139
LRRC2-AS1	LRRC2-AS1	chr3	+	46598888	46601178	0.000000	0.000000	0.000000
PTH1R	PTH1R	chr3	+	46919211	46945289	0.303571	0.029545	0.092697
ALS2CL	ALS2CL	chr3	-	46710485	46735169	1.672815	0.113365	0.355684
MSTRG.10009	FYCO1	chr3	-	45959395	46037316	54.769554	3.359553	10.540661
MSTRG.10010	CXCR6	chr3	+	45984956	45989842	1.274530	0.078179	0.245289
MSTRG.10011	CCDC12	chr3	-	46963220	47023500	170.452789	14.236438	44.667091
MSTRG.10012	NBEAL2	chr3	+	47021156	47051191	6.905370	0.458781	1.439433
MSTRG.10016	SETD2	chr3	-	47057898	47205603	82.174553	5.064649	15.890430
MSTRG.10017	KIF9-AS1	chr3	+	47205860	47285606	7.229870	0.443479	1.391423
MSTRG.10018	KIF9	chr3	-	47269516	47324435	8.825211	0.558630	1.752712
MSTRG.10019	SNORD13J	chr3	-	47292009	47292099	0.000000	0.000000	0.000000
MSTRG.10020	KLHL18	chr3	+	47324434	47388306	71.091881	4.369371	13.708984
MSTRG.10013	PTPN23	chr3	+	47422511	47454925	114.877983	7.073915	22.194544
CSPG5	CSPG5	chr3	-	47603728	47621730	0.683398	0.046859	0.147020
MSTRG.10014	SCAP	chr3	-	47455171	47517431	199.657959	12.374335	38.824711
MSTRG.10015	ELP6	chr3	-	47536571	47555202	139.925873	14.132728	44.341702
MSTRG.10021	SMARCC1	chr3	-	47626760	47823383	163.314987	10.017707	31.430744
MSTRG.10022	SNORD146	chr3	-	47703055	47703184	0.000000	0.000000	0.000000
CDC25A	CDC25A	chr3	-	48198636	48229907	20.375521	1.250542	3.923598
MSTRG.10025	ZNF589	chr3	+	48282594	48312479	23.561497	1.445257	4.534522
MSTRG.10026	FCF1P2	chr3	-	48331769	48333168	19.262857	1.181580	3.707228
MSTRG.10027	NME6	chr3	-	48333807	48343175	52.131886	3.241067	10.168911
PLXNB1	PLXNB1	chr3	-	48445261	48471495	6.852213	0.424856	1.332993
MSTRG.10023	DHX30	chr3	+	47844399	47891686	104.967484	13.127020	41.186275
MSTRG.10024	MAP4	chr3	-	47892180	48130418	404.631012	45.475384	142.679871
MSTRG.10036	TMEM89	chr3	-	48658192	48659202	0.000000	0.000000	0.000000
MSTRG.10037	SLC26A6	chr3	-	48663138	48672906	164.653580	11.292533	35.430534
MSTRG.10038	CELSR3	chr3	-	48673896	48700319	5.743036	0.379469	1.190592
MSTRG.10039	LINC02585	chr3	+	48701201	48706603	7.475000	0.458515	1.438599
MSTRG.10040	NCKIPSD	chr3	-	48711277	48723348	177.151611	10.965851	34.405567
MSTRG.10028	CCDC51	chr3	-	48473585	48481529	116.643509	7.768259	24.373060
MSTRG.10029	TMA7	chr3	+	48481667	48485616	1688.450684	103.627029	325.131775
MSTRG.10030	ATRIP	chr3	+	48488114	48509044	30.675299	5.636704	17.685265
MSTRG.10031	SHISA5	chr3	-	48509197	48542259	507.411346	50.943054	159.834793
MSTRG.10032	PFKFB4	chr3	-	48555117	48598562	182.284058	12.810031	40.191715
UCN2	UCN2	chr3	-	48599151	48601214	18.361816	1.126310	3.533818
MSTRG.10035	COL7A1	chr3	-	48601506	48632593	270.288361	16.656658	52.260578
MSTRG.10033	UQCRC1	chr3	-	48636422	48647087	1287.549438	79.744606	250.200226
MSTRG.10034	SNORA94	chr3	-	48642353	48642583	0.000000	0.000000	0.000000
MSTRG.10041	IP6K2	chr3	-	48725436	48754711	186.367249	22.316984	70.019966
MSTRG.10042	PRKAR2A	chr3	-	48784019	48885307	91.274261	5.733444	17.988789
MSTRG.10043	PRKAR2A-AS1	chr3	+	48885370	48889415	4.798154	0.297008	0.931868
MSTRG.10044	SLC25A20	chr3	-	48894359	48936315	103.423790	6.343993	19.904400
MSTRG.10046	ARIH2OS	chr3	-	48955221	48956818	6.393021	0.392147	1.230367
MSTRG.10047	ARIH2	chr3	+	48956275	49023815	43.911045	12.942174	40.606319
MSTRG.10045	P4HTM	chr3	+	49027341	49044586	67.697205	5.145450	16.143946
MSTRG.10048	WDR6	chr3	+	49044824	49053386	141.879761	17.165058	53.855698
MSTRG.10049	DALRD3	chr3	-	49052921	49058504	100.130592	7.748620	24.311441
MSTRG.10050	MIR425	chr3	-	49057581	49057667	0.000000	0.000000	0.000000
MSTRG.10051	NDUFAF3	chr3	+	49057908	49061752	157.201416	15.477488	48.560909
MSTRG.10052	IMPDH2	chr3	-	49061762	49131968	623.435913	82.690742	259.443787
MSTRG.10053	QARS1	chr3	-	49133365	49142190	721.543701	46.802853	146.844849
LAMB2P1	LAMB2P1	chr3	-	49190292	49191834	0.525599	0.032240	0.101154
MSTRG.10054	CCDC71	chr3	-	49199968	49203764	130.737015	8.019381	25.160959
MSTRG.10055	KLHDC8B	chr3	+	49209031	49213919	81.144775	4.977403	15.616697
CCDC36	CCDC36	chr3	+	49235861	49295539	1.771554	0.614329	1.927470
MSTRG.10056	USP19	chr3	-	49145479	49158371	109.437614	8.917153	27.977737
MSTRG.10057	LAMB2	chr3	-	49158547	49170483	731.443848	44.866608	140.769836
MSTRG.10059	C3orf62	chr3	-	49306029	49377486	35.996590	9.443222	29.628288
MSTRG.10060	MIR4271	chr3	+	49311553	49311619	0.000000	0.000000	0.000000
MSTRG.10058	GPX1	chr3	-	49394604	49396033	968.218811	74.012856	232.216751
MSTRG.10061	RHOA	chr3	-	49396579	49449409	2599.969482	180.212204	565.419189
MSTRG.10062	TCTA	chr3	+	49449639	49453909	166.419907	10.208161	32.028301
MSTRG.10064	AMT	chr3	-	49454169	49466757	27.261570	1.900205	5.961929
BSN	BSN	chr3	+	49591910	49708982	0.684678	0.041998	0.131770
MSTRG.10063	DAG1	chr3	+	49506136	49573051	27.604517	14.247862	44.702934
MSTRG.10067	IP6K1	chr3	-	49761727	49823975	95.863388	6.824145	21.410887
MSTRG.10065	APEH	chr3	+	49711320	49721404	307.997559	21.370502	67.050362
MSTRG.10066	MST1	chr3	-	49721380	49726196	13.205795	0.903087	2.833453
MSTRG.10068	RNF123	chr3	+	49726990	49758962	92.306602	5.968255	18.725512
MSTRG.10069	AMIGO3	chr3	-	49754262	49757117	12.635154	0.775038	2.431695
MSTRG.10070	GMPPB	chr3	-	49757349	49761407	128.971024	8.168335	25.628305
MST1R	MST1R	chr3	-	49924436	49941306	0.000000	0.000000	0.000000
CDHR4	CDHR4	chr3	-	49828167	49837306	0.000000	0.000000	0.000000
MSTRG.10071	INKA1	chr3	+	49840694	49842463	27.608906	1.736804	5.449255
MSTRG.10072	UBA7	chr3	-	49842642	49851386	127.773346	8.186241	25.684488
MSTRG.10073	TRAIP	chr3	-	49866047	49893997	48.083084	2.949406	9.253818
MSTRG.10074	MON1A	chr3	-	49946302	49967445	72.322876	4.455720	13.979905
MSTRG.10075	RBM6	chr3	+	49977485	50114682	229.091660	17.292479	54.255482
SLC38A3	SLC38A3	chr3	+	50242704	50258917	1.257453	0.077132	0.242003
MSTRG.10076	RBM5	chr3	+	50126352	50156454	262.580353	16.138313	50.634266
MSTRG.10077	RBM5-AS1	chr3	-	50137036	50138421	10.251849	0.628846	1.973017
MSTRG.10078	SEMA3F-AS1	chr3	-	50153455	50193518	2.932912	0.179904	0.564453
MSTRG.10079	SEMA3F	chr3	+	50192491	50226508	19.669781	2.731881	8.571328
SEMA3B-AS1	SEMA3B-AS1	chr3	-	50304073	50304803	3.952663	0.242456	0.760709
SEMA3B	SEMA3B	chr3	+	50304990	50314977	5.070755	0.388634	1.219347
MIR6872	MIR6872	chr3	+	50310667	50310728	0.017113	0.001050	0.003293
MSTRG.10080	GNAI2	chr3	+	50264500	50296794	177.358292	113.670181	356.642365
MSTRG.10081	MIR5787	chr3	+	50264868	50264922	0.000000	0.000000	0.000000
MSTRG.10083	LSMEM2	chr3	+	50316518	50325545	0.679743	0.041695	0.130820
MSTRG.10084	IFRD2	chr3	-	50325163	50330026	316.713104	19.427114	60.952942
HYAL1	HYAL1	chr3	-	50337320	50349812	2.073212	0.147742	0.463544
MSTRG.10082	HYAL3	chr3	-	50330263	50336836	33.789711	5.741619	18.014437
MSTRG.10085	HYAL2	chr3	-	50355221	50360281	141.642914	10.829264	33.977024
MSTRG.10086	TUSC2	chr3	-	50362340	50365669	141.918350	8.705241	27.312860
MSTRG.10087	RASSF1	chr3	-	50367217	50378367	99.033699	16.417017	51.508701
MSTRG.10088	RASSF1-AS1	chr3	+	50374942	50375727	2.507709	0.153822	0.482621
MSTRG.10089	ZMYND10	chr3	-	50378544	50383163	4.141471	0.280811	0.881051
MSTRG.10090	NPRL2	chr3	-	50384550	50388206	142.270126	9.640968	30.248722
MSTRG.10091	CYB561D2	chr3	+	50388261	50405628	68.039429	9.341192	29.308168
MSTRG.10092	TMEM115	chr3	-	50392181	50396952	308.116272	18.899786	59.298435
MSTRG.10093	CACNA2D2	chr3	-	50400044	50541675	0.396694	0.025108	0.078776
MSTRG.10094	CISH	chr3	-	50643885	50649205	18.431479	1.215984	3.815173
MSTRG.10096	C3orf18	chr3	-	50595456	50608458	53.456692	3.538313	11.101523
MSTRG.10097	HEMK1	chr3	+	50606583	50633597	15.570047	1.038126	3.257139
MSTRG.10095	MAPKAPK3	chr3	+	50649293	50686728	169.935837	14.009442	43.954891
MSTRG.10098	DOCK3	chr3	+	50712358	51421629	1.248980	0.076612	0.240372
MSTRG.10099	MANF	chr3	+	51422722	51426828	1263.693115	77.514664	243.203720
RAD54L2	RAD54L2	chr3	+	51572735	51702676	16.870638	1.043012	3.272472
MSTRG.10100	RBM15B	chr3	+	51428716	51435336	26.491148	1.624961	5.098347
MSTRG.10101	DCAF1	chr3	-	51429171	51534031	98.287697	6.615158	20.755184
MSTRG.10102	TEX264	chr3	+	51705191	51738339	192.110092	21.629026	67.861473
MSTRG.10103	RRP9	chr3	-	51967434	51976138	172.422791	10.849798	34.041447
MSTRG.10104	PARP3	chr3	+	51976321	51982883	105.129593	7.050697	22.121693
MSTRG.10108	GPR62	chr3	+	51989397	51991511	0.000000	0.000000	0.000000
MSTRG.10109	PCBP4	chr3	-	51991470	52001511	54.987854	6.107646	19.162855
MSTRG.10110	ABHD14B	chr3	-	52002526	52009070	249.916458	15.649577	49.100842
MSTRG.10111	ABHD14A-ACY1	chr3	+	52007494	52023213	91.727936	25.803007	80.957428
MSTRG.10106	DUSP7	chr3	-	52082937	52090587	63.378685	3.887635	12.197529
MSTRG.10107	POC1A	chr3	-	52109242	52188439	102.313896	6.698751	21.017460
MSTRG.10105	RPL29	chr3	-	52027538	52029911	9175.623047	562.830750	1765.892090
TLR9	TLR9	chr3	-	52255096	52260179	0.176227	0.010810	0.033916
MSTRG.10112	ALAS1	chr3	+	52232099	52248343	284.982880	18.544178	58.182709
MSTRG.10115	TWF2	chr3	-	52262628	52273174	811.775391	49.794128	156.230026
MSTRG.10116	LOC101929054	chr3	+	52273254	52275113	2.652096	0.162679	0.510408
MSTRG.10117	PPM1M	chr3	+	52279775	52284615	111.858772	8.377041	26.283125
MSTRG.10113	WDR82	chr3	-	52288450	52312665	313.200073	19.211626	60.276836
MSTRG.10114	MIRLET7G	chr3	-	52302294	52302377	0.000000	0.000000	0.000000
GLYCTK	GLYCTK	chr3	+	52321836	52329273	14.468035	1.159796	3.638881
GLYCTK-AS1	GLYCTK-AS1	chr3	-	52322596	52323749	1.172444	0.071917	0.225642
MIR135A1	MIR135A1	chr3	-	52328235	52328324	0.000000	0.000000	0.000000
DNAH1	DNAH1	chr3	+	52350335	52434508	2.026249	0.124290	0.389961
PHF7	PHF7	chr3	+	52444676	52457657	12.535151	0.803789	2.521905
TNNC1	TNNC1	chr3	-	52485116	52488057	2.525473	0.154912	0.486039
MSTRG.10119	SEMA3G	chr3	-	52467051	52479119	21.150311	1.297356	4.070477
MSTRG.10118	BAP1	chr3	-	52435025	52444024	248.238953	15.226924	47.774765
MSTRG.10120	NISCH	chr3	+	52489620	52527084	87.233047	8.198202	25.722015
ITIH1	ITIH1	chr3	+	52811615	52826084	0.653306	0.047167	0.147986
ITIH3	ITIH3	chr3	+	52828784	52843025	0.357919	0.021955	0.068883
MSTRG.10124	ITIH4	chr3	-	52846978	52864717	1.289037	0.079069	0.248081
MSTRG.10125	ITIH4-AS1	chr3	+	52857951	52859330	0.000000	0.000000	0.000000
MSTRG.10126	MUSTN1	chr3	-	52867137	52931564	59.462624	4.697778	14.739368
MSTRG.10127	MIR8064	chr3	-	52880479	52880568	0.000000	0.000000	0.000000
SFMBT1	SFMBT1	chr3	-	52937589	53080089	9.484842	0.581798	1.825403
MSTRG.10128	RFT1	chr3	-	53122501	53164451	71.816895	4.405233	13.821503
MSTRG.10138	PRKCD	chr3	+	53195225	53226733	19.291286	4.731481	14.845114
MSTRG.10121	STAB1	chr3	+	52529354	52558511	0.115394	0.007078	0.022208
MSTRG.10122	NT5DC2	chr3	-	52558395	52569043	804.775391	96.233894	301.935638
MSTRG.10123	SMIM4	chr3	+	52570621	52575906	50.585197	3.102885	9.735361
MSTRG.10129	PBRM1	chr3	-	52579383	52719929	46.818172	4.430661	13.901285
MSTRG.10130	GNL3	chr3	+	52719936	52728513	558.374268	54.281124	170.308060
MSTRG.10131	SNORD19	chr3	+	52723256	52723331	20.355263	1.248587	3.917467
MSTRG.10132	GLT8D1	chr3	-	52728500	52740099	319.764374	23.384653	73.369797
MSTRG.10133	SPCS1	chr3	+	52740122	52745164	155.057693	9.511790	29.843422
MSTRG.10134	NEK4	chr3	-	52742460	52804965	30.995100	1.972094	6.187483
MSTRG.10136	DCP1A	chr3	-	53317449	53381570	45.578693	2.824435	8.861716
MSTRG.10137	SNORD38C	chr3	-	53367088	53367154	0.000000	0.000000	0.000000
CACNA1D	CACNA1D	chr3	+	53528638	53847757	0.000000	0.000000	0.000000
CHDH	CHDH	chr3	-	53846362	53880446	0.452171	0.027736	0.087022
MSTRG.10140	IL17RB	chr3	+	53880595	53899821	3.455853	0.211981	0.665095
MSTRG.10141	ACTR8	chr3	-	53901094	53916179	76.046173	4.664656	14.635448
MSTRG.10135	TKT	chr3	-	53258723	53290130	1577.605957	124.492409	390.597290
MSTRG.10139	SELENOK	chr3	-	53918446	53925886	202.938126	12.448181	39.056404
CACNA2D3	CACNA2D3	chr3	+	54156579	55108584	0.911850	0.055933	0.175490
ESRG	ESRG	chr3	-	54666151	54673884	0.000000	0.000000	0.000000
CACNA2D3-AS1	CACNA2D3-AS1	chr3	-	54908632	54935282	0.105871	0.006494	0.020375
LRTM1	LRTM1	chr3	-	54952258	55001129	0.000000	0.000000	0.000000
LINC02017	LINC02017	chr3	+	55212200	55223242	0.000000	0.000000	0.000000
MSTRG.10142	WNT5A	chr3	-	55499743	55521670	81.353455	5.150591	16.160078
MSTRG.10143	-	chr3	+	55521789	55522172	39.142334	2.400982	7.533127
ERC2	ERC2	chr3	-	55542339	56502495	0.088474	0.005427	0.017027
ERC2-IT1	ERC2-IT1	chr3	-	55691241	55693497	0.000000	0.000000	0.000000
MIR3938	MIR3938	chr3	-	55886520	55886622	0.000000	0.000000	0.000000
MSTRG.10151	CCDC66	chr3	+	56591184	56655848	31.358658	2.325683	7.296873
MSTRG.10152	TASOR	chr3	-	56654160	56717293	66.396309	4.348013	13.641973
MSTRG.10147	IL17RD	chr3	-	57124010	57204345	1.588419	0.099582	0.312439
MSTRG.10144	ARHGEF3	chr3	-	56761448	57113296	21.570574	1.729401	5.426029
MSTRG.10145	ARHGEF3-AS1	chr3	+	56974068	56994880	0.000000	0.000000	0.000000
MSTRG.10146	SPATA12	chr3	+	57094692	57109460	0.000000	0.000000	0.000000
MSTRG.10148	HESX1	chr3	-	57231866	57261643	1.491443	0.099673	0.312726
MSTRG.10149	APPL1	chr3	+	57261757	57312155	55.048855	3.790439	11.892574
MSTRG.10150	ASB14	chr3	-	57302370	57326713	1.194499	0.074006	0.232195
MSTRG.10157	SLMAP	chr3	+	57740783	57915741	43.484692	3.451480	10.829083
DNAH12	DNAH12	chr3	-	57327728	57530071	0.129348	0.010686	0.033528
MSTRG.10153	PDE12	chr3	+	57542001	57642222	20.466328	1.569548	4.924487
MSTRG.10154	ARF4	chr3	-	57557090	57583071	2303.395508	141.289795	443.299408
MSTRG.10155	ARF4-AS1	chr3	+	57583516	57586642	10.237660	0.650306	2.040347
MSTRG.10156	DENND6A	chr3	-	57611181	57678804	18.466854	1.132753	3.554034
DENND6A-DT	DENND6A-DT	chr3	+	57678932	57682378	0.000000	0.000000	0.000000
DNASE1L3	DNASE1L3	chr3	-	58177984	58196730	2.414533	0.151354	0.474876
MSTRG.10160	ABHD6	chr3	+	58223229	58280463	46.023293	3.123821	9.801048
MSTRG.10161	RPP14	chr3	+	58291972	58310424	38.972679	2.495873	7.830848
MSTRG.10158	FLNB	chr3	+	57994149	58157977	627.976501	38.930576	122.145424
MSTRG.10159	FLNB-AS1	chr3	-	58148276	58156362	3.302115	0.202551	0.635508
MSTRG.10163	KCTD6	chr3	+	58477823	58488087	37.664917	2.814306	8.829937
MSTRG.10164	ACOX2	chr3	-	58490863	58522917	22.631149	1.388190	4.355472
FAM107A	FAM107A	chr3	-	58549845	58613337	0.000000	0.000000	0.000000
FAM3D-AS1	FAM3D-AS1	chr3	+	58592807	58620167	0.000000	0.000000	0.000000
FAM3D	FAM3D	chr3	-	58619673	58652501	0.000000	0.000000	0.000000
C3orf67	C3orf67	chr3	-	58727735	59035758	5.435575	1.025693	3.218132
C3orf67-AS1	C3orf67-AS1	chr3	+	58810197	59004819	0.000000	0.000000	0.000000
MSTRG.10165	PXK	chr3	+	58318617	58413039	14.171789	7.705688	24.176744
MSTRG.10162	PDHB	chr3	-	58413357	58419579	499.422363	32.260124	101.216743
LOC339902	LOC339902	chr3	-	59623022	59644223	0.000000	0.000000	0.000000
FHIT	FHIT	chr3	-	59733003	61237135	0.011405	0.065037	0.204055
MIR548BB	MIR548BB	chr3	-	60603538	60603603	0.000000	0.000000	0.000000
CADPS	CADPS	chr3	-	62384023	62861091	1.753154	0.154814	0.485732
MSTRG.10166	PTPRG	chr3	+	61547245	62283284	83.679382	5.173754	16.232752
MSTRG.10167	PTPRG	chr3	.	61728078	61728798	128.477814	7.880802	24.726166
MSTRG.10168	PTPRG-AS1	chr3	-	62247494	62304622	2.899681	0.187606	0.588616
MSTRG.10169	C3orf14	chr3	+	62304648	62321866	12.131568	0.916576	2.875776
MSTRG.10170	C3orf49	chr3	+	63804975	63834312	0.408118	0.025034	0.078544
MSTRG.10171	THOC7	chr3	-	63819546	63849599	356.338318	27.179089	85.274902
MSTRG.10172	THOC7-AS1	chr3	+	63846321	63847495	0.000000	0.000000	0.000000
MSTRG.10173	ATXN7	chr3	+	63849808	63989425	2.733053	1.248627	3.917590
MSTRG.10174	SCAANT1	chr3	-	63897194	63897448	0.000000	0.000000	0.000000
MSTRG.10175	PSMD6-AS2	chr3	+	63989698	63997917	2.530404	0.155214	0.486988
MSTRG.10176	PSMD6	chr3	-	63996225	64009686	312.399933	29.701513	93.189064
MSTRG.10177	PRICKLE2-AS1	chr3	+	64053640	64088807	0.106531	0.006535	0.020502
MSTRG.10178	LINC00994	chr3	-	64064037	64073039	0.000000	0.000000	0.000000
MSTRG.10179	PRICKLE2	chr3	-	64077912	64253849	33.666405	2.179109	6.836996
MSTRG.10180	PRICKLE2-AS2	chr3	+	64089146	64092034	0.000000	0.000000	0.000000
MSTRG.10181	PRICKLE2-AS3	chr3	+	64173220	64187236	0.000000	0.000000	0.000000
ADAMTS9	ADAMTS9	chr3	-	64501331	64673676	0.271547	0.016657	0.052261
ADAMTS9-AS1	ADAMTS9-AS1	chr3	+	64547022	64575760	0.000000	0.000000	0.000000
ADAMTS9-AS2	ADAMTS9-AS2	chr3	+	64670546	64997146	0.000000	0.000000	0.000000
MSTRG.10182	MAGI1	chr3	-	65339026	66024593	22.286514	1.777346	5.576458
MSTRG.10183	MAGI1-IT1	chr3	-	65858489	65940233	0.707944	0.043425	0.136247
MSTRG.10184	MAGI1-AS1	chr3	+	65879491	65910972	0.000000	0.000000	0.000000
KBTBD8	KBTBD8	chr3	+	67048731	67061632	3.821291	0.234397	0.735426
MSTRG.10185	SLC25A26	chr3	+	66119285	66429351	41.729656	3.590448	11.265099
MSTRG.10186	LRIG1	chr3	-	66429221	66550845	150.513885	9.232490	28.967112
MSTRG.10187	-	chr3	.	68684836	68686409	80.403114	4.931910	15.473960
MSTRG.10193	EOGT	chr3	-	69024376	69062835	22.397480	1.373857	4.310501
MSTRG.10188	SUCLG2	chr3	-	67410884	67705038	29.353973	21.185503	66.469917
MSTRG.10189	SUCLG2-AS1	chr3	+	67705121	67998136	6.412121	0.896095	2.811516
MSTRG.10190	TAFA1	chr3	+	68040734	68594771	0.719166	0.104550	0.328029
MSTRG.10191	TAFA1	chr3	.	68194142	68194798	34.164421	2.095638	6.575105
MSTRG.10192	LOC105377146	chr3	+	68549788	68555023	0.000000	0.000000	0.000000
MSTRG.10194	TMF1	chr3	-	69068978	69101484	86.967545	5.673370	17.800306
MSTRG.10195	MIR3136	chr3	-	69098109	69098186	0.000000	0.000000	0.000000
MSTRG.10196	UBA3	chr3	-	69103881	69129524	218.364090	13.412797	42.082901
LMOD3	LMOD3	chr3	-	69156037	69171746	0.135089	0.008481	0.026608
MSTRG.10197	ARL6IP5	chr3	+	69134088	69155243	556.723755	34.149315	107.144135
